..\dataset\tracks\0.wav,..\dataset\masks\0.npy
..\dataset\tracks\8406.wav,..\dataset\masks\8406.npy
..\dataset\tracks\8407.wav,..\dataset\masks\8407.npy
..\dataset\tracks\8408.wav,..\dataset\masks\8408.npy
..\dataset\tracks\8409.wav,..\dataset\masks\8409.npy
..\dataset\tracks\841.wav,..\dataset\masks\841.npy
..\dataset\tracks\8410.wav,..\dataset\masks\8410.npy
..\dataset\tracks\8411.wav,..\dataset\masks\8411.npy
..\dataset\tracks\8412.wav,..\dataset\masks\8412.npy
..\dataset\tracks\8413.wav,..\dataset\masks\8413.npy
..\dataset\tracks\8414.wav,..\dataset\masks\8414.npy
..\dataset\tracks\8415.wav,..\dataset\masks\8415.npy
..\dataset\tracks\8416.wav,..\dataset\masks\8416.npy
..\dataset\tracks\8417.wav,..\dataset\masks\8417.npy
..\dataset\tracks\8418.wav,..\dataset\masks\8418.npy
..\dataset\tracks\8419.wav,..\dataset\masks\8419.npy
..\dataset\tracks\842.wav,..\dataset\masks\842.npy
..\dataset\tracks\8420.wav,..\dataset\masks\8420.npy
..\dataset\tracks\8421.wav,..\dataset\masks\8421.npy
..\dataset\tracks\8422.wav,..\dataset\masks\8422.npy
..\dataset\tracks\8423.wav,..\dataset\masks\8423.npy
..\dataset\tracks\8424.wav,..\dataset\masks\8424.npy
..\dataset\tracks\8425.wav,..\dataset\masks\8425.npy
..\dataset\tracks\8426.wav,..\dataset\masks\8426.npy
..\dataset\tracks\8427.wav,..\dataset\masks\8427.npy
..\dataset\tracks\8428.wav,..\dataset\masks\8428.npy
..\dataset\tracks\8429.wav,..\dataset\masks\8429.npy
..\dataset\tracks\843.wav,..\dataset\masks\843.npy
..\dataset\tracks\8430.wav,..\dataset\masks\8430.npy
..\dataset\tracks\8431.wav,..\dataset\masks\8431.npy
..\dataset\tracks\8432.wav,..\dataset\masks\8432.npy
..\dataset\tracks\8433.wav,..\dataset\masks\8433.npy
..\dataset\tracks\8434.wav,..\dataset\masks\8434.npy
..\dataset\tracks\8435.wav,..\dataset\masks\8435.npy
..\dataset\tracks\8436.wav,..\dataset\masks\8436.npy
..\dataset\tracks\8437.wav,..\dataset\masks\8437.npy
..\dataset\tracks\8438.wav,..\dataset\masks\8438.npy
..\dataset\tracks\8439.wav,..\dataset\masks\8439.npy
..\dataset\tracks\844.wav,..\dataset\masks\844.npy
..\dataset\tracks\8440.wav,..\dataset\masks\8440.npy
..\dataset\tracks\8441.wav,..\dataset\masks\8441.npy
..\dataset\tracks\8442.wav,..\dataset\masks\8442.npy
..\dataset\tracks\8443.wav,..\dataset\masks\8443.npy
..\dataset\tracks\8444.wav,..\dataset\masks\8444.npy
..\dataset\tracks\8445.wav,..\dataset\masks\8445.npy
..\dataset\tracks\8446.wav,..\dataset\masks\8446.npy
..\dataset\tracks\8447.wav,..\dataset\masks\8447.npy
..\dataset\tracks\8448.wav,..\dataset\masks\8448.npy
..\dataset\tracks\8449.wav,..\dataset\masks\8449.npy
..\dataset\tracks\845.wav,..\dataset\masks\845.npy
..\dataset\tracks\8450.wav,..\dataset\masks\8450.npy
..\dataset\tracks\8451.wav,..\dataset\masks\8451.npy
..\dataset\tracks\8452.wav,..\dataset\masks\8452.npy
..\dataset\tracks\8453.wav,..\dataset\masks\8453.npy
..\dataset\tracks\8454.wav,..\dataset\masks\8454.npy
..\dataset\tracks\8455.wav,..\dataset\masks\8455.npy
..\dataset\tracks\8456.wav,..\dataset\masks\8456.npy
..\dataset\tracks\8457.wav,..\dataset\masks\8457.npy
..\dataset\tracks\8458.wav,..\dataset\masks\8458.npy
..\dataset\tracks\8459.wav,..\dataset\masks\8459.npy
..\dataset\tracks\846.wav,..\dataset\masks\846.npy
..\dataset\tracks\8460.wav,..\dataset\masks\8460.npy
..\dataset\tracks\8461.wav,..\dataset\masks\8461.npy
..\dataset\tracks\8462.wav,..\dataset\masks\8462.npy
..\dataset\tracks\8463.wav,..\dataset\masks\8463.npy
..\dataset\tracks\8464.wav,..\dataset\masks\8464.npy
..\dataset\tracks\8465.wav,..\dataset\masks\8465.npy
..\dataset\tracks\8466.wav,..\dataset\masks\8466.npy
..\dataset\tracks\8467.wav,..\dataset\masks\8467.npy
..\dataset\tracks\8468.wav,..\dataset\masks\8468.npy
..\dataset\tracks\8469.wav,..\dataset\masks\8469.npy
..\dataset\tracks\847.wav,..\dataset\masks\847.npy
..\dataset\tracks\8470.wav,..\dataset\masks\8470.npy
..\dataset\tracks\8471.wav,..\dataset\masks\8471.npy
..\dataset\tracks\8472.wav,..\dataset\masks\8472.npy
..\dataset\tracks\8473.wav,..\dataset\masks\8473.npy
..\dataset\tracks\8474.wav,..\dataset\masks\8474.npy
..\dataset\tracks\8475.wav,..\dataset\masks\8475.npy
..\dataset\tracks\8476.wav,..\dataset\masks\8476.npy
..\dataset\tracks\8477.wav,..\dataset\masks\8477.npy
..\dataset\tracks\8478.wav,..\dataset\masks\8478.npy
..\dataset\tracks\8479.wav,..\dataset\masks\8479.npy
..\dataset\tracks\848.wav,..\dataset\masks\848.npy
..\dataset\tracks\8480.wav,..\dataset\masks\8480.npy
..\dataset\tracks\8481.wav,..\dataset\masks\8481.npy
..\dataset\tracks\8482.wav,..\dataset\masks\8482.npy
..\dataset\tracks\8483.wav,..\dataset\masks\8483.npy
..\dataset\tracks\8484.wav,..\dataset\masks\8484.npy
..\dataset\tracks\8485.wav,..\dataset\masks\8485.npy
..\dataset\tracks\8486.wav,..\dataset\masks\8486.npy
..\dataset\tracks\8487.wav,..\dataset\masks\8487.npy
..\dataset\tracks\8488.wav,..\dataset\masks\8488.npy
..\dataset\tracks\8489.wav,..\dataset\masks\8489.npy
..\dataset\tracks\849.wav,..\dataset\masks\849.npy
..\dataset\tracks\8490.wav,..\dataset\masks\8490.npy
..\dataset\tracks\8491.wav,..\dataset\masks\8491.npy
..\dataset\tracks\8492.wav,..\dataset\masks\8492.npy
..\dataset\tracks\8493.wav,..\dataset\masks\8493.npy
..\dataset\tracks\8494.wav,..\dataset\masks\8494.npy
..\dataset\tracks\8495.wav,..\dataset\masks\8495.npy
..\dataset\tracks\8496.wav,..\dataset\masks\8496.npy
..\dataset\tracks\8497.wav,..\dataset\masks\8497.npy
..\dataset\tracks\8498.wav,..\dataset\masks\8498.npy
..\dataset\tracks\8499.wav,..\dataset\masks\8499.npy
..\dataset\tracks\85.wav,..\dataset\masks\85.npy
..\dataset\tracks\850.wav,..\dataset\masks\850.npy
..\dataset\tracks\8500.wav,..\dataset\masks\8500.npy
..\dataset\tracks\8501.wav,..\dataset\masks\8501.npy
..\dataset\tracks\8502.wav,..\dataset\masks\8502.npy
..\dataset\tracks\8503.wav,..\dataset\masks\8503.npy
..\dataset\tracks\8504.wav,..\dataset\masks\8504.npy
..\dataset\tracks\8505.wav,..\dataset\masks\8505.npy
..\dataset\tracks\8506.wav,..\dataset\masks\8506.npy
..\dataset\tracks\8507.wav,..\dataset\masks\8507.npy
..\dataset\tracks\8508.wav,..\dataset\masks\8508.npy
..\dataset\tracks\8509.wav,..\dataset\masks\8509.npy
..\dataset\tracks\851.wav,..\dataset\masks\851.npy
..\dataset\tracks\8510.wav,..\dataset\masks\8510.npy
..\dataset\tracks\8511.wav,..\dataset\masks\8511.npy
..\dataset\tracks\8512.wav,..\dataset\masks\8512.npy
..\dataset\tracks\8513.wav,..\dataset\masks\8513.npy
..\dataset\tracks\8514.wav,..\dataset\masks\8514.npy
..\dataset\tracks\8515.wav,..\dataset\masks\8515.npy
..\dataset\tracks\8516.wav,..\dataset\masks\8516.npy
..\dataset\tracks\8517.wav,..\dataset\masks\8517.npy
..\dataset\tracks\8518.wav,..\dataset\masks\8518.npy
..\dataset\tracks\8519.wav,..\dataset\masks\8519.npy
..\dataset\tracks\852.wav,..\dataset\masks\852.npy
..\dataset\tracks\8520.wav,..\dataset\masks\8520.npy
..\dataset\tracks\8521.wav,..\dataset\masks\8521.npy
..\dataset\tracks\8522.wav,..\dataset\masks\8522.npy
..\dataset\tracks\8523.wav,..\dataset\masks\8523.npy
..\dataset\tracks\8524.wav,..\dataset\masks\8524.npy
..\dataset\tracks\8525.wav,..\dataset\masks\8525.npy
..\dataset\tracks\8526.wav,..\dataset\masks\8526.npy
..\dataset\tracks\8527.wav,..\dataset\masks\8527.npy
..\dataset\tracks\8528.wav,..\dataset\masks\8528.npy
..\dataset\tracks\8529.wav,..\dataset\masks\8529.npy
..\dataset\tracks\853.wav,..\dataset\masks\853.npy
..\dataset\tracks\8530.wav,..\dataset\masks\8530.npy
..\dataset\tracks\8531.wav,..\dataset\masks\8531.npy
..\dataset\tracks\8532.wav,..\dataset\masks\8532.npy
..\dataset\tracks\8533.wav,..\dataset\masks\8533.npy
..\dataset\tracks\8534.wav,..\dataset\masks\8534.npy
..\dataset\tracks\8535.wav,..\dataset\masks\8535.npy
..\dataset\tracks\8536.wav,..\dataset\masks\8536.npy
..\dataset\tracks\8537.wav,..\dataset\masks\8537.npy
..\dataset\tracks\8538.wav,..\dataset\masks\8538.npy
..\dataset\tracks\8539.wav,..\dataset\masks\8539.npy
..\dataset\tracks\854.wav,..\dataset\masks\854.npy
..\dataset\tracks\8540.wav,..\dataset\masks\8540.npy
..\dataset\tracks\8541.wav,..\dataset\masks\8541.npy
..\dataset\tracks\8542.wav,..\dataset\masks\8542.npy
..\dataset\tracks\8543.wav,..\dataset\masks\8543.npy
..\dataset\tracks\8544.wav,..\dataset\masks\8544.npy
..\dataset\tracks\8545.wav,..\dataset\masks\8545.npy
..\dataset\tracks\8546.wav,..\dataset\masks\8546.npy
..\dataset\tracks\8547.wav,..\dataset\masks\8547.npy
..\dataset\tracks\8548.wav,..\dataset\masks\8548.npy
..\dataset\tracks\8549.wav,..\dataset\masks\8549.npy
..\dataset\tracks\855.wav,..\dataset\masks\855.npy
..\dataset\tracks\8550.wav,..\dataset\masks\8550.npy
..\dataset\tracks\8551.wav,..\dataset\masks\8551.npy
..\dataset\tracks\8552.wav,..\dataset\masks\8552.npy
..\dataset\tracks\8553.wav,..\dataset\masks\8553.npy
..\dataset\tracks\8554.wav,..\dataset\masks\8554.npy
..\dataset\tracks\8555.wav,..\dataset\masks\8555.npy
..\dataset\tracks\8556.wav,..\dataset\masks\8556.npy
..\dataset\tracks\8557.wav,..\dataset\masks\8557.npy
..\dataset\tracks\8558.wav,..\dataset\masks\8558.npy
..\dataset\tracks\8559.wav,..\dataset\masks\8559.npy
..\dataset\tracks\856.wav,..\dataset\masks\856.npy
..\dataset\tracks\8560.wav,..\dataset\masks\8560.npy
..\dataset\tracks\8561.wav,..\dataset\masks\8561.npy
..\dataset\tracks\8562.wav,..\dataset\masks\8562.npy
..\dataset\tracks\8563.wav,..\dataset\masks\8563.npy
..\dataset\tracks\8564.wav,..\dataset\masks\8564.npy
..\dataset\tracks\8565.wav,..\dataset\masks\8565.npy
..\dataset\tracks\8566.wav,..\dataset\masks\8566.npy
..\dataset\tracks\8567.wav,..\dataset\masks\8567.npy
..\dataset\tracks\8568.wav,..\dataset\masks\8568.npy
..\dataset\tracks\8569.wav,..\dataset\masks\8569.npy
..\dataset\tracks\857.wav,..\dataset\masks\857.npy
..\dataset\tracks\8570.wav,..\dataset\masks\8570.npy
..\dataset\tracks\8571.wav,..\dataset\masks\8571.npy
..\dataset\tracks\8572.wav,..\dataset\masks\8572.npy
..\dataset\tracks\8573.wav,..\dataset\masks\8573.npy
..\dataset\tracks\8574.wav,..\dataset\masks\8574.npy
..\dataset\tracks\8575.wav,..\dataset\masks\8575.npy
..\dataset\tracks\8576.wav,..\dataset\masks\8576.npy
..\dataset\tracks\8577.wav,..\dataset\masks\8577.npy
..\dataset\tracks\8578.wav,..\dataset\masks\8578.npy
..\dataset\tracks\8579.wav,..\dataset\masks\8579.npy
..\dataset\tracks\858.wav,..\dataset\masks\858.npy
..\dataset\tracks\8580.wav,..\dataset\masks\8580.npy
..\dataset\tracks\8581.wav,..\dataset\masks\8581.npy
..\dataset\tracks\8582.wav,..\dataset\masks\8582.npy
..\dataset\tracks\8583.wav,..\dataset\masks\8583.npy
..\dataset\tracks\8584.wav,..\dataset\masks\8584.npy
..\dataset\tracks\8585.wav,..\dataset\masks\8585.npy
..\dataset\tracks\8586.wav,..\dataset\masks\8586.npy
..\dataset\tracks\8587.wav,..\dataset\masks\8587.npy
..\dataset\tracks\8588.wav,..\dataset\masks\8588.npy
..\dataset\tracks\8589.wav,..\dataset\masks\8589.npy
..\dataset\tracks\859.wav,..\dataset\masks\859.npy
..\dataset\tracks\8590.wav,..\dataset\masks\8590.npy
..\dataset\tracks\8591.wav,..\dataset\masks\8591.npy
..\dataset\tracks\8592.wav,..\dataset\masks\8592.npy
..\dataset\tracks\8593.wav,..\dataset\masks\8593.npy
..\dataset\tracks\8594.wav,..\dataset\masks\8594.npy
..\dataset\tracks\8595.wav,..\dataset\masks\8595.npy
..\dataset\tracks\8596.wav,..\dataset\masks\8596.npy
..\dataset\tracks\8597.wav,..\dataset\masks\8597.npy
..\dataset\tracks\8598.wav,..\dataset\masks\8598.npy
..\dataset\tracks\8599.wav,..\dataset\masks\8599.npy
..\dataset\tracks\86.wav,..\dataset\masks\86.npy
..\dataset\tracks\860.wav,..\dataset\masks\860.npy
..\dataset\tracks\8600.wav,..\dataset\masks\8600.npy
..\dataset\tracks\8601.wav,..\dataset\masks\8601.npy
..\dataset\tracks\8602.wav,..\dataset\masks\8602.npy
..\dataset\tracks\8603.wav,..\dataset\masks\8603.npy
..\dataset\tracks\8604.wav,..\dataset\masks\8604.npy
..\dataset\tracks\8605.wav,..\dataset\masks\8605.npy
..\dataset\tracks\8606.wav,..\dataset\masks\8606.npy
..\dataset\tracks\8607.wav,..\dataset\masks\8607.npy
..\dataset\tracks\8608.wav,..\dataset\masks\8608.npy
..\dataset\tracks\8609.wav,..\dataset\masks\8609.npy
..\dataset\tracks\861.wav,..\dataset\masks\861.npy
..\dataset\tracks\8610.wav,..\dataset\masks\8610.npy
..\dataset\tracks\8611.wav,..\dataset\masks\8611.npy
..\dataset\tracks\8612.wav,..\dataset\masks\8612.npy
..\dataset\tracks\8613.wav,..\dataset\masks\8613.npy
..\dataset\tracks\8614.wav,..\dataset\masks\8614.npy
..\dataset\tracks\8615.wav,..\dataset\masks\8615.npy
..\dataset\tracks\8616.wav,..\dataset\masks\8616.npy
..\dataset\tracks\8617.wav,..\dataset\masks\8617.npy
..\dataset\tracks\8618.wav,..\dataset\masks\8618.npy
..\dataset\tracks\8619.wav,..\dataset\masks\8619.npy
..\dataset\tracks\862.wav,..\dataset\masks\862.npy
..\dataset\tracks\8620.wav,..\dataset\masks\8620.npy
..\dataset\tracks\8621.wav,..\dataset\masks\8621.npy
..\dataset\tracks\8622.wav,..\dataset\masks\8622.npy
..\dataset\tracks\8623.wav,..\dataset\masks\8623.npy
..\dataset\tracks\8624.wav,..\dataset\masks\8624.npy
..\dataset\tracks\8625.wav,..\dataset\masks\8625.npy
..\dataset\tracks\8626.wav,..\dataset\masks\8626.npy
..\dataset\tracks\8627.wav,..\dataset\masks\8627.npy
..\dataset\tracks\8628.wav,..\dataset\masks\8628.npy
..\dataset\tracks\8629.wav,..\dataset\masks\8629.npy
..\dataset\tracks\863.wav,..\dataset\masks\863.npy
..\dataset\tracks\8630.wav,..\dataset\masks\8630.npy
..\dataset\tracks\8631.wav,..\dataset\masks\8631.npy
..\dataset\tracks\8632.wav,..\dataset\masks\8632.npy
..\dataset\tracks\8633.wav,..\dataset\masks\8633.npy
..\dataset\tracks\8634.wav,..\dataset\masks\8634.npy
..\dataset\tracks\8635.wav,..\dataset\masks\8635.npy
..\dataset\tracks\8636.wav,..\dataset\masks\8636.npy
..\dataset\tracks\8637.wav,..\dataset\masks\8637.npy
..\dataset\tracks\8638.wav,..\dataset\masks\8638.npy
..\dataset\tracks\8639.wav,..\dataset\masks\8639.npy
..\dataset\tracks\864.wav,..\dataset\masks\864.npy
..\dataset\tracks\8640.wav,..\dataset\masks\8640.npy
..\dataset\tracks\8641.wav,..\dataset\masks\8641.npy
..\dataset\tracks\8642.wav,..\dataset\masks\8642.npy
..\dataset\tracks\8643.wav,..\dataset\masks\8643.npy
..\dataset\tracks\8644.wav,..\dataset\masks\8644.npy
..\dataset\tracks\8645.wav,..\dataset\masks\8645.npy
..\dataset\tracks\8646.wav,..\dataset\masks\8646.npy
..\dataset\tracks\8647.wav,..\dataset\masks\8647.npy
..\dataset\tracks\8648.wav,..\dataset\masks\8648.npy
..\dataset\tracks\8649.wav,..\dataset\masks\8649.npy
..\dataset\tracks\865.wav,..\dataset\masks\865.npy
..\dataset\tracks\8650.wav,..\dataset\masks\8650.npy
..\dataset\tracks\8651.wav,..\dataset\masks\8651.npy
..\dataset\tracks\8652.wav,..\dataset\masks\8652.npy
..\dataset\tracks\8653.wav,..\dataset\masks\8653.npy
..\dataset\tracks\8654.wav,..\dataset\masks\8654.npy
..\dataset\tracks\8655.wav,..\dataset\masks\8655.npy
..\dataset\tracks\8656.wav,..\dataset\masks\8656.npy
..\dataset\tracks\8657.wav,..\dataset\masks\8657.npy
..\dataset\tracks\8658.wav,..\dataset\masks\8658.npy
..\dataset\tracks\8659.wav,..\dataset\masks\8659.npy
..\dataset\tracks\866.wav,..\dataset\masks\866.npy
..\dataset\tracks\8660.wav,..\dataset\masks\8660.npy
..\dataset\tracks\8661.wav,..\dataset\masks\8661.npy
..\dataset\tracks\8662.wav,..\dataset\masks\8662.npy
..\dataset\tracks\8663.wav,..\dataset\masks\8663.npy
..\dataset\tracks\8664.wav,..\dataset\masks\8664.npy
..\dataset\tracks\8665.wav,..\dataset\masks\8665.npy
..\dataset\tracks\8666.wav,..\dataset\masks\8666.npy
..\dataset\tracks\8667.wav,..\dataset\masks\8667.npy
..\dataset\tracks\8668.wav,..\dataset\masks\8668.npy
..\dataset\tracks\8669.wav,..\dataset\masks\8669.npy
..\dataset\tracks\867.wav,..\dataset\masks\867.npy
..\dataset\tracks\8670.wav,..\dataset\masks\8670.npy
..\dataset\tracks\8671.wav,..\dataset\masks\8671.npy
..\dataset\tracks\8672.wav,..\dataset\masks\8672.npy
..\dataset\tracks\8673.wav,..\dataset\masks\8673.npy
..\dataset\tracks\8674.wav,..\dataset\masks\8674.npy
..\dataset\tracks\8675.wav,..\dataset\masks\8675.npy
..\dataset\tracks\8676.wav,..\dataset\masks\8676.npy
..\dataset\tracks\8677.wav,..\dataset\masks\8677.npy
..\dataset\tracks\8678.wav,..\dataset\masks\8678.npy
..\dataset\tracks\8679.wav,..\dataset\masks\8679.npy
..\dataset\tracks\868.wav,..\dataset\masks\868.npy
..\dataset\tracks\8680.wav,..\dataset\masks\8680.npy
..\dataset\tracks\8681.wav,..\dataset\masks\8681.npy
..\dataset\tracks\8682.wav,..\dataset\masks\8682.npy
..\dataset\tracks\8683.wav,..\dataset\masks\8683.npy
..\dataset\tracks\8684.wav,..\dataset\masks\8684.npy
..\dataset\tracks\8685.wav,..\dataset\masks\8685.npy
..\dataset\tracks\8686.wav,..\dataset\masks\8686.npy
..\dataset\tracks\8687.wav,..\dataset\masks\8687.npy
..\dataset\tracks\8688.wav,..\dataset\masks\8688.npy
..\dataset\tracks\8689.wav,..\dataset\masks\8689.npy
..\dataset\tracks\869.wav,..\dataset\masks\869.npy
..\dataset\tracks\8690.wav,..\dataset\masks\8690.npy
..\dataset\tracks\8691.wav,..\dataset\masks\8691.npy
..\dataset\tracks\8692.wav,..\dataset\masks\8692.npy
..\dataset\tracks\8693.wav,..\dataset\masks\8693.npy
..\dataset\tracks\8694.wav,..\dataset\masks\8694.npy
..\dataset\tracks\8695.wav,..\dataset\masks\8695.npy
..\dataset\tracks\8696.wav,..\dataset\masks\8696.npy
..\dataset\tracks\8697.wav,..\dataset\masks\8697.npy
..\dataset\tracks\8698.wav,..\dataset\masks\8698.npy
..\dataset\tracks\8699.wav,..\dataset\masks\8699.npy
..\dataset\tracks\87.wav,..\dataset\masks\87.npy
..\dataset\tracks\870.wav,..\dataset\masks\870.npy
..\dataset\tracks\8700.wav,..\dataset\masks\8700.npy
..\dataset\tracks\8701.wav,..\dataset\masks\8701.npy
..\dataset\tracks\8702.wav,..\dataset\masks\8702.npy
..\dataset\tracks\8703.wav,..\dataset\masks\8703.npy
..\dataset\tracks\8704.wav,..\dataset\masks\8704.npy
..\dataset\tracks\8705.wav,..\dataset\masks\8705.npy
..\dataset\tracks\8706.wav,..\dataset\masks\8706.npy
..\dataset\tracks\8707.wav,..\dataset\masks\8707.npy
..\dataset\tracks\8708.wav,..\dataset\masks\8708.npy
..\dataset\tracks\8709.wav,..\dataset\masks\8709.npy
..\dataset\tracks\871.wav,..\dataset\masks\871.npy
..\dataset\tracks\8710.wav,..\dataset\masks\8710.npy
..\dataset\tracks\8711.wav,..\dataset\masks\8711.npy
..\dataset\tracks\8712.wav,..\dataset\masks\8712.npy
..\dataset\tracks\8713.wav,..\dataset\masks\8713.npy
..\dataset\tracks\8714.wav,..\dataset\masks\8714.npy
..\dataset\tracks\8715.wav,..\dataset\masks\8715.npy
..\dataset\tracks\8716.wav,..\dataset\masks\8716.npy
..\dataset\tracks\8717.wav,..\dataset\masks\8717.npy
..\dataset\tracks\8718.wav,..\dataset\masks\8718.npy
..\dataset\tracks\8719.wav,..\dataset\masks\8719.npy
..\dataset\tracks\872.wav,..\dataset\masks\872.npy
..\dataset\tracks\8720.wav,..\dataset\masks\8720.npy
..\dataset\tracks\8721.wav,..\dataset\masks\8721.npy
..\dataset\tracks\8722.wav,..\dataset\masks\8722.npy
..\dataset\tracks\8723.wav,..\dataset\masks\8723.npy
..\dataset\tracks\8724.wav,..\dataset\masks\8724.npy
..\dataset\tracks\8725.wav,..\dataset\masks\8725.npy
..\dataset\tracks\8726.wav,..\dataset\masks\8726.npy
..\dataset\tracks\8727.wav,..\dataset\masks\8727.npy
..\dataset\tracks\8728.wav,..\dataset\masks\8728.npy
..\dataset\tracks\8729.wav,..\dataset\masks\8729.npy
..\dataset\tracks\873.wav,..\dataset\masks\873.npy
..\dataset\tracks\8730.wav,..\dataset\masks\8730.npy
..\dataset\tracks\8731.wav,..\dataset\masks\8731.npy
..\dataset\tracks\8732.wav,..\dataset\masks\8732.npy
..\dataset\tracks\8733.wav,..\dataset\masks\8733.npy
..\dataset\tracks\8734.wav,..\dataset\masks\8734.npy
..\dataset\tracks\8735.wav,..\dataset\masks\8735.npy
..\dataset\tracks\8736.wav,..\dataset\masks\8736.npy
..\dataset\tracks\8737.wav,..\dataset\masks\8737.npy
..\dataset\tracks\8738.wav,..\dataset\masks\8738.npy
..\dataset\tracks\8739.wav,..\dataset\masks\8739.npy
..\dataset\tracks\874.wav,..\dataset\masks\874.npy
..\dataset\tracks\8740.wav,..\dataset\masks\8740.npy
..\dataset\tracks\8741.wav,..\dataset\masks\8741.npy
..\dataset\tracks\8742.wav,..\dataset\masks\8742.npy
..\dataset\tracks\8743.wav,..\dataset\masks\8743.npy
..\dataset\tracks\8744.wav,..\dataset\masks\8744.npy
..\dataset\tracks\8745.wav,..\dataset\masks\8745.npy
..\dataset\tracks\8746.wav,..\dataset\masks\8746.npy
..\dataset\tracks\8747.wav,..\dataset\masks\8747.npy
..\dataset\tracks\8748.wav,..\dataset\masks\8748.npy
..\dataset\tracks\8749.wav,..\dataset\masks\8749.npy
..\dataset\tracks\875.wav,..\dataset\masks\875.npy
..\dataset\tracks\8750.wav,..\dataset\masks\8750.npy
..\dataset\tracks\8751.wav,..\dataset\masks\8751.npy
..\dataset\tracks\8752.wav,..\dataset\masks\8752.npy
..\dataset\tracks\8753.wav,..\dataset\masks\8753.npy
..\dataset\tracks\8754.wav,..\dataset\masks\8754.npy
..\dataset\tracks\8755.wav,..\dataset\masks\8755.npy
..\dataset\tracks\8756.wav,..\dataset\masks\8756.npy
..\dataset\tracks\8757.wav,..\dataset\masks\8757.npy
..\dataset\tracks\8758.wav,..\dataset\masks\8758.npy
..\dataset\tracks\8759.wav,..\dataset\masks\8759.npy
..\dataset\tracks\876.wav,..\dataset\masks\876.npy
..\dataset\tracks\8760.wav,..\dataset\masks\8760.npy
..\dataset\tracks\8761.wav,..\dataset\masks\8761.npy
..\dataset\tracks\8762.wav,..\dataset\masks\8762.npy
..\dataset\tracks\8763.wav,..\dataset\masks\8763.npy
..\dataset\tracks\8764.wav,..\dataset\masks\8764.npy
..\dataset\tracks\8765.wav,..\dataset\masks\8765.npy
..\dataset\tracks\8766.wav,..\dataset\masks\8766.npy
